item	cash	token0	token1	token2	token3	token4	class	script	note
s[none]	i[0]	i[0]	i[0]	i[0]	i[0]	i[0]	i[0]	s	c
item_pgc_planet_hologram_lok						1			
item_pgc_planet_hologram_lok_02						1			
item_roadmap_spice_grey_gabaki_01_02	100000								
item_roadmap_spice_scramjet_01_02	100000								
item_roadmap_spice_shadowpaw_01_02	100000								
item_roadmap_spice_sweetblossom_01_02	100000								
item_roadmap_spice_giggledust_01_02	100000								
item_roadmap_spice_yarrock_01_02	100000								
item_roadmap_spice_pyrepenol_01_02	100000								
item_roadmap_spice_sedative_h4b_01_02	100000								
item_roadmap_spice_droid_lube_01_02	100000								
item_roadmap_spice_crash_n_burn_01_02	100000								
item_roadmap_spice_gunjack_01_02	100000								
item_roadmap_spice_thruster_head_01_02	100000								
item_roadmap_spice_kwi_boost_01_02	100000								
item_roadmap_spice_kliknik_boost_01_02	100000								
item_roadmap_spice_booster_blue_01_02	100000								
item_roadmap_spice_neutron_pixey_01_02	100000								
item_roadmap_spice_muon_gold_01_02	100000								
item_schematic_spice_grey_gabaki	100000								
item_schematic_spice_scramjet	100000								
item_schematic_spice_shadowpaw	100000								
item_schematic_spice_sweetblossom	100000								
item_schematic_spice_giggledust	100000								
item_schematic_spice_yarrock	100000								
item_schematic_spice_pyrepenol	100000								
item_schematic_spice_h4b	100000								
item_schematic_spice_droid_lube	100000								
item_schematic_spice_crash_n_burn	100000								
item_schematic_spice_gunjack	100000								
item_schematic_spice_thruster_head	100000								
item_schematic_spice_booster_blue	100000								
item_schematic_spice_neutron_pixey	100000								
item_schematic_spice_muon_gold	100000								
